package1,package2,strength,count
base58,re,0.42483660130718953,130
os,vcs,0.5078125,130
argh,os,0.3951367781155015,130
pywintypes,win32pipe,0.4140127388535032,130
CGIHTTPServer,os,0.5220883534136547,130
mlp,sys,0.6372549019607843,130
markdown,textile,0.5371900826446281,130
_strptime,os,0.52,130
pyreadline,sys,0.5555555555555556,130
anydbm,sys,0.34946236559139787,130
invenio_base,invenio_ext,0.4304635761589404,130
os,wok,0.49056603773584906,130
GafferImage,os,0.4693140794223827,130
mdtraj,msmbuilder,0.41139240506329117,130
time,viewfinder,0.42483660130718953,130
openmc,os,0.41883116883116883,129
cdecimal,sys,0.602803738317757,129
os,quopri,0.43288590604026844,129
item_distro,templar,0.6292682926829268,129
copy,mozharness,0.3412698412698413,129
link,os,0.33858267716535434,129
getos,optparse,0.50390625,129
select,win32pipe,0.410828025477707,129
lava_dispatcher,logging,0.4725274725274725,129
PythonQt,ddapp,0.5308641975308642,129
mnemonic,version,0.5682819383259912,129
camelot,logging,0.3477088948787062,129
cdms2,numpy,0.5972222222222222,129
rlglue,sys,0.6417910447761194,129
gtk,theme,0.344,129
rez,sys,0.3324742268041237,129
logging,omeroweb,0.48314606741573035,129
item_profile,templar,0.6292682926829268,129
cache_nuggets,os,0.5443037974683544,129
Products,opencore,0.39209726443769,129
json,tangelo,0.581081081081081,129
__future__,aerospike,0.40822784810126583,129
Settings,os,0.43288590604026844,129
dendropy,os,0.5608695652173913,129
__future__,weeutil,0.4095238095238095,129
jenkinsapi,logging,0.4056603773584906,129
scipy,sklroute,0.3467741935483871,129
gettext,up2date_client,0.3993808049535604,129
actionlib,trajectory_msgs,0.6201923076923077,129
item_system,templar,0.6292682926829268,129
util,validations,0.5972222222222222,129
limix,pdb,0.589041095890411,129
shadowsocks,struct,0.4358108108108108,129
os,traci,0.5512820512820513,129
_subprocess,errno,0.5536480686695279,129
win32event,win32pipe,0.410828025477707,129
rostest,sys,0.5638766519823789,128
django,todo,0.46886446886446886,128
s3rest,s3widgets,0.5739910313901345,128
dxtbx,sys,0.44755244755244755,128
errno,item_system,0.6124401913875598,128
numpy,visvis,0.42105263157894735,128
errno,item_profile,0.6095238095238096,128
lettuce,terrain,0.5614035087719298,128
datetime,vendor,0.43097643097643096,128
errno,item_repo,0.5714285714285714,128
nilearn,sklearn,0.4050632911392405,128
datashape,dynd,0.3878787878787879,128
django,mixer,0.46545454545454545,128
parsedatetime,time,0.42524916943521596,128
click,platformio,0.36056338028169016,128
cctbx,dials,0.43986254295532645,128
mock,preggy,0.47232472324723246,128
snapcraft,unittest,0.36363636363636365,128
XenAPI,sys,0.378698224852071,128
_multiprocessing,threading,0.4942084942084942,128
re,weechat,0.3855421686746988,128
booki,os,0.46886446886446886,128
mongokit,pymongo,0.3585434173669468,128
sqlalchemy,thelma,0.4129032258064516,128
hal,os,0.4155844155844156,128
pombola,re,0.36363636363636365,128
datetime,s3rest,0.5739910313901345,128
win32api,win32service,0.3545706371191136,128
errno,item_distro,0.6066350710900474,128
os,xpcom,0.5589519650655022,128
django,pontoon,0.5818181818181818,128
editors,nose,0.3878787878787879,128
pytz,vobject,0.3377659574468085,127
deep_learning_layers,utils,0.616504854368932,127
os,solfege,0.3768545994065282,127
remote,time,0.4334470989761092,127
draw,gobject,0.33159268929503916,127
CheckPetsc4py,common,0.6195121951219512,127
MatrixOperations,common,0.5404255319148936,127
cassandra,ccmlib,0.3659942363112392,127
logging,vobject,0.3377659574468085,127
Gnuplot,sys,0.36079545454545453,127
Library,Object,0.46863468634686345,127
sys,whisper,0.5825688073394495,127
axiom,epsilon,0.5990566037735849,127
_strptime,unittest,0.508,127
bitcoin,mnemonic,0.5594713656387665,127
json,opencontext_py,0.4584837545126354,127
users,zadmin,0.6047619047619047,127
dogapi,time,0.40063091482649843,127
json,redash,0.4057507987220447,127
compiled_file_system,file_system,0.4635036496350365,127
qiita_core,unittest,0.43944636678200694,127
ipython_genutils,os,0.5669642857142857,127
limix,sys,0.5799086757990868,127
os,smtpd,0.40063091482649843,127
MySQLdb,_mysql_exceptions,0.45985401459854014,126
python_qt_binding,rospy,0.5142857142857142,126
logging,rbtools,0.5228215767634855,126
django,maps,0.39009287925696595,126
bpy,pyffi,0.4483985765124555,126
midi,sys,0.4300341296928328,126
ally,superdesk,0.5101214574898786,126
hq,xformmanager,0.5915492957746479,126
logging,rpmUtils,0.36416184971098264,126
doit,pytest,0.375,126
nose,relengapi,0.4375,126
king_phisher,os,0.5206611570247934,126
_tkinter,os,0.5,126
mdp,numpy,0.3652173913043478,126
sys,test_env,0.4,126
CGIHTTPServer,sys,0.5060240963855421,126
pyvirtualdisplay,time,0.47368421052631576,126
optparse,snf_django,0.336,126
os,ranger,0.5121951219512195,126
logging,mpf,0.40514469453376206,126
invenio_accounts,invenio_db,0.4329896907216495,126
shadowsocks,socket,0.42567567567567566,126
openravepy,time,0.3387096774193548,126
backports,ssl,0.3442622950819672,126
json,rauth,0.4012738853503185,126
lex,re,0.5887850467289719,126
omero_ext,os,0.5787037037037037,125
os,xhtml2pdf,0.34153005464480873,125
mc_states,os,0.4664179104477612,125
argh,sys,0.3799392097264438,125
_strptime,re,0.5,125
pdfminer,sys,0.37537537537537535,125
rbtools,sys,0.5186721991701245,125
logging,spyne,0.4770992366412214,125
spotipy,sys,0.5341880341880342,125
os,sqlite,0.5787037037037037,125
cups,gi,0.4032258064516129,125
apitools,six,0.382262996941896,125
socket,tlslite,0.35816618911174786,125
flask_oauthlib,os,0.33875338753387535,125
os,xastropy,0.6127450980392157,125
javabridge,os,0.51440329218107,125
os,pyvision,0.44642857142857145,125
core,mozdns,0.5,125
os,pyexcel,0.5555555555555556,125
cctbx,math,0.4261168384879725,124
setuptools,wheel,0.43205574912891986,124
os,webkit,0.4626865671641791,124
os,test_util,0.34540389972144847,124
PythonQt,math,0.3563218390804598,124
fatiando,numpy,0.4901185770750988,124
json,logsettings,0.6138613861386139,124
SOAPpy,sys,0.43508771929824563,124
flask,flaskbb,0.5990338164251208,124
armor,numpy,0.5961538461538461,124
MAVProxy,time,0.6169154228855721,124
devhub,zadmin,0.5904761904761905,124
libmproxy,tutils,0.5961538461538461,124
flask,flask_migrate,0.33423180592991913,124
pycassa,uuid,0.36578171091445427,124
run,sys,0.3473389355742297,124
pandas,tushare,0.6108374384236454,124
six,yaql,0.512396694214876,124
gevent,pycassa,0.36578171091445427,124
pycket,rpython,0.6108374384236454,124
rocket,socket,0.4397163120567376,124
twisted,xmantissa,0.484375,124
billiard,sys,0.5636363636363636,124
app,icons,0.3803680981595092,124
backports,socket,0.33879781420765026,124
__future__,candidates,0.35127478753541075,124
os,pymclevel,0.4575645756457565,124
pycalico,sys,0.5061224489795918,124
Ruby,os,0.4065573770491803,124
shadowsocks,time,0.4155405405405405,123
re,rpmUtils,0.3554913294797688,123
dealer,django,0.4019607843137255,123
os,pyvirtualdisplay,0.462406015037594,123
healpy,scipy,0.3426183844011142,123
subtitles,teams,0.48046875,123
odo,toolz,0.384375,123
commander,sys,0.5189873417721519,123
numpy,openmc,0.39935064935064934,123
__future__,mwparserfromhell,0.44727272727272727,123
os,pudb,0.5040983606557377,123
courseware,dogapi,0.38801261829652994,123
logging,xpcom,0.537117903930131,123
commerce,xmodule,0.5694444444444444,123
drc,time,0.6119402985074627,123
skylines,sqlalchemy,0.3738601823708207,123
Gnuplot,time,0.3494318181818182,123
math,utilFunctions,0.4197952218430034,123
os,pbkdf2,0.4606741573033708,123
__future__,msmbuilder,0.38924050632911394,123
doit,sys,0.36607142857142855,123
logistic_sgd,time,0.5570776255707762,122
datetime,openfisca_core,0.3935483870967742,122
errno,systemd,0.488,122
l10n,logging,0.5596330275229358,122
_subprocess,signal,0.5236051502145923,122
__future__,cloudmesh_base,0.45353159851301117,122
munin,re,0.6069651741293532,122
ccx_keys,lms,0.547085201793722,122
enso,logging,0.45864661654135336,122
copy,mnemonic,0.5374449339207048,122
logging,presence_analyzer,0.5495495495495496,122
nav_msgs,numpy,0.3333333333333333,122
UserString,copy,0.41496598639455784,122
collections,reprlib,0.5126050420168067,122
logging,scrapi,0.3730886850152905,122
contrib,veripy,0.4236111111111111,122
stomp,time,0.5495495495495496,122
os,upload,0.4326241134751773,122
gclient_utils,scm,0.5727699530516432,122
reviews,versions,0.35260115606936415,122
formatter,htmllib,0.5350877192982456,122
binascii,nacl,0.3663663663663664,122
UserString,sys,0.41496598639455784,122
astroML,scipy,0.37538461538461537,122
addon,xbmc,0.49795918367346936,122
gettext,gourmet,0.5622119815668203,122
hadoop,oozie,0.3873015873015873,122
cfgm_common,sandesh_common,0.43727598566308246,122
__future__,calendarserver,0.4,122
msmtools,scipy,0.4245614035087719,121
django,manage,0.4306049822064057,121
logging,security,0.378125,121
hippy,rpython,0.5148936170212766,121
cStringIO,pdfminer,0.3633633633633634,121
dircache,sys,0.45149253731343286,121
pyclbr,struct,0.3865814696485623,121
__future__,spacy,0.521551724137931,121
amo,happyforms,0.4548872180451128,121
commerce,opaque_keys,0.5601851851851852,121
matplotlib,pygimli,0.4801587301587302,121
os,worker,0.3611940298507463,121
matplotlib,pylayers,0.5817307692307693,121
twisted,txaio,0.5127118644067796,121
ntplib,re,0.38170347003154576,121
fapws,unicodedata,0.4653846153846154,121
getopt,nturl2path,0.4763779527559055,121
rocket,unicodedata,0.42907801418439717,121
errno,win32pipe,0.3853503184713376,121
cronjobs,datetime,0.5707547169811321,121
test_lib,unittest,0.5845410628019324,121
meinheld,unicodedata,0.44649446494464945,121
numpy,pypot,0.42907801418439717,121
conda_build,shutil,0.3890675241157556,121
app_config,json,0.3538011695906433,121
fasta,os,0.5707547169811321,121
os,parsing,0.4019933554817276,121
access,editors,0.36666666666666664,121
diesel,unicodedata,0.36890243902439024,121
bjoern,unicodedata,0.510548523206751,121
atomic_reactor,tests,0.39473684210526316,120
datetime,emission,0.39344262295081966,120
logging,pymodbus,0.45627376425855515,120
gribapi,six,0.5769230769230769,120
bodhi,sqlalchemy,0.5660377358490566,120
eventlet,pyclbr,0.38338658146964855,120
os,png,0.3883495145631068,120
grokcore,zeit,0.5970149253731343,120
__future__,dxpy,0.5286343612334802,120
datetime,sandesh_common,0.43010752688172044,120
item_system,shutil,0.5741626794258373,120
time,win32service,0.33240997229916897,120
base58,time,0.39215686274509803,120
brewer2mpl,os,0.5063291139240507,120
__version__,os,0.4332129963898917,120
dynamic_reconfigure,rospy,0.5769230769230769,120
argparse,fast_rcnn,0.502092050209205,120
sys,translator,0.3508771929824561,120
time,update,0.345821325648415,120
item_profile,shutil,0.5714285714285714,120
XenAPI,os,0.35502958579881655,120
win32pipe,win32process,0.3821656050955414,120
cobbler,sys,0.4819277108433735,120
Scientific,sys,0.3438395415472779,120
__future__,spotify,0.375,120
hal,time,0.38961038961038963,120
os,poster,0.47058823529411764,120
mpd,os,0.3314917127071823,120
numpy,sct_utils,0.5687203791469194,120
kiva,numpy,0.3858520900321543,120
shutil,systemd,0.48,120
logging,obnamlib,0.379746835443038,120
math,minieigen,0.5529953917050692,120
__future__,pwndbg,0.5240174672489083,120
ccmlib,re,0.345821325648415,120
item_distro,shutil,0.5687203791469194,120
product,satchmo_utils,0.502092050209205,120
barman,os,0.5660377358490566,120
javabridge,numpy,0.49382716049382713,120
access,reviews,0.3468208092485549,120
networking_cisco,oslo_utils,0.3418803418803419,120
generators,os,0.34,119
onelogin,os,0.5265486725663717,119
dogtail,os,0.5862068965517241,119
barman,logging,0.5613207547169812,119
dev_appserver,google,0.38762214983713356,119
_io,os,0.45075757575757575,119
m3,time,0.5483870967741935,119
os,seaserv,0.5483870967741935,119
carbon,os,0.425,119
deepy,logging,0.5862068965517241,119
mitmproxy,netlib,0.5107296137339056,119
os_brick,shutil,0.3617021276595745,119
bridgedb,os,0.49173553719008267,119
numpy,plots,0.49583333333333335,119
omero_ext,sys,0.5509259259259259,119
mlp,os,0.5833333333333334,119
bauble,logging,0.47410358565737054,119
nxdrive,sys,0.35103244837758113,119
datetime,hq,0.5063829787234042,119
pysvn,sys,0.4311594202898551,119
distributions,numpy,0.5586854460093896,119
datetime,xformmanager,0.5586854460093896,119
pySPACE,warnings,0.4117647058823529,119
Gnuplot,numpy,0.3352272727272727,118
gtk,xlgui,0.3920265780730897,118
PySide,pivy,0.39072847682119205,118
graph_tool,numpy,0.5412844036697247,118
PyQt4,opus_gui,0.5784313725490197,118
characteristic,zope,0.4591439688715953,118
os,tacticenv,0.5042735042735043,118
math,simplestyle,0.5756097560975609,118
conary_test,testrunner,0.5086206896551724,118
collections,repr,0.3323943661971831,118
apgl,sys,0.4,118
PySide,popupcad,0.3460410557184751,118
hyperv,mock,0.43866171003717475,118
rlp,sys,0.36645962732919257,118
ikalog,os,0.4013605442176871,118
logging,redash,0.3769968051118211,118
systemd,types,0.472,118
django,regulations,0.5042735042735043,118
flask,invenio_search,0.5175438596491229,118
pdc,rest_framework,0.48559670781893005,118
jira,re,0.3653250773993808,118
icons_rc,shutil,0.3818770226537217,118
gaebusiness,gaeforms,0.4119718309859155,117
pwd,systemd,0.468,117
argparse,sandesh_common,0.41935483870967744,117
nacl,os,0.35135135135135137,117
armor,time,0.5625,117
directories,os,0.43014705882352944,117
re,this,0.5246636771300448,117
Peach,sys,0.42857142857142855,117
commerce,util,0.5416666666666666,117
ImageFont,os,0.5154185022026432,117
os,semantic_version,0.43333333333333335,117
logging,omero_ext,0.5416666666666666,117
png,sys,0.3786407766990291,117
win32api,win32serviceutil,0.33815028901734107,117
os,windows,0.34011627906976744,117
django,feedback,0.5467289719626168,117
sys,webkit,0.43656716417910446,117
Renderer,Tools,0.3305084745762712,117
access,zadmin,0.5571428571428572,117
sys,weeutil,0.37142857142857144,117
flask_babel,flask_login,0.3567073170731707,117
aerospike,optparse,0.370253164556962,117
efl,os,0.46062992125984253,117
shadowsocks,traceback,0.3952702702702703,117
bauble,gtk,0.46613545816733065,117
biggus,six,0.3939393939393939,117
datetime,presence_analyzer,0.527027027027027,117
course_wiki,dealer,0.5178571428571429,116
dogapi,student,0.3659305993690852,116
datetime,socorrolib,0.3625,116
libqtile,os,0.3411764705882353,116
solfege,sys,0.34421364985163205,116
re,ruffus,0.4249084249084249,116
mock,reviews,0.3352601156069364,116
benchmark,os,0.39862542955326463,116
platform,systemd,0.464,116
copy,svtplay_dl,0.5603864734299517,116
calc,os,0.3352601156069364,116
Base,VS,0.3625,116
__future__,burnman,0.43609022556390975,116
sys,tempdir,0.5296803652968036,116
time,win32serviceutil,0.3352601156069364,116
json,pycoin,0.3314285714285714,116
utils,vendor,0.39057239057239057,116
getos,subprocess,0.453125,116
datetime,edx,0.4098939929328622,116
arelle,collections,0.3333333333333333,116
json,xmodule_modifiers,0.5201793721973094,116
mceditlib,numpy,0.4172661870503597,116
commerce,datetime,0.5370370370370371,116
PyTango,time,0.42592592592592593,115
easygui,os,0.4136690647482014,115
json,ooiservices,0.5665024630541872,115
logging,remote,0.3924914675767918,115
mnemonic,os,0.5066079295154186,115
formularios,informes,0.4732510288065844,115
distutils,wheel,0.40069686411149824,115
odemis,time,0.4791666666666667,115
os,pyreadline,0.49145299145299143,115
bears,unittest,0.38205980066445183,115
formularios,mx,0.4732510288065844,115
fcntl,win32pipe,0.3662420382165605,115
django,receiver,0.5555555555555556,115
opus_core,opus_gui,0.5637254901960784,115
datetime,redis_cache,0.49356223175965663,115
gmpy,os,0.359375,115
hashlib,systemd,0.46,115
states,sys,0.5088495575221239,115
grc_gnuradio,sys,0.45634920634920634,115
systemd,traceback,0.46,115
patsy,scipy,0.4732510288065844,115
ccx_keys,json,0.515695067264574,115
__future__,pcs,0.49145299145299143,115
numpy,plotter,0.5502392344497608,115
classytags,cms,0.36977491961414793,115
GlobalActions,sys,0.4474708171206226,115
docs,os,0.397212543554007,114
profiler,util,0.4789915966386555,114
GeoIP,os,0.4596774193548387,114
os,pavelib,0.5671641791044776,114
flask,invenio_ext,0.37748344370860926,114
StringIO,nturl2path,0.44881889763779526,114
pydoop,sys,0.33827893175074186,114
BTL,os,0.3737704918032787,114
PETScIO,matplotlib,0.5022026431718062,114
smach,std_msgs,0.35962145110410093,114
logging,webui,0.375,114
redis_cache,temba,0.4892703862660944,114
access,bandwagon,0.3665594855305466,114
os,wrappers,0.4418604651162791,114
Actions,pygtk,0.5615763546798029,114
datetime,gnowsys_ndf,0.3619047619047619,114
re,remote,0.3890784982935154,114
flex,pytest,0.5022026431718062,114
shlex,systemd,0.456,114
object_store_creator,test_file_system,0.5402843601895735,114
os,unohelper,0.397212543554007,114
regulations,unittest,0.48717948717948717,114
calendarserver,sys,0.3737704918032787,114
_strptime,random,0.456,114
Dialogs,sys,0.34234234234234234,114
os,zerorpc,0.34545454545454546,114
XenAPI,time,0.33727810650887574,114
Actions,gtk,0.5615763546798029,114
beeswax,impala,0.4730290456431535,114
ipython_genutils,traitlets,0.5089285714285714,114
flickrapi,os,0.4788135593220339,113
dal,django,0.3717105263157895,113
os,supervisor,0.44841269841269843,113
mesos,time,0.48917748917748916,113
contextlib,umake,0.5355450236966824,113
simplejson,systemd,0.452,113
__future__,pybb,0.37293729372937295,113
murano,yaql,0.4669421487603306,113
desktop,impala,0.46887966804979253,113
pudb,sys,0.46311475409836067,113
json,presence_analyzer,0.509009009009009,113
logging,xlgui,0.3754152823920266,113
grp,systemd,0.452,113
os,tempdir,0.5159817351598174,113
cloudmesh_base,os,0.4200743494423792,113
stat,systemd,0.452,113
PyQt4,misura,0.5432692307692307,113
nive,time,0.35987261146496813,113
crontab,os,0.5045045045045045,112
__future__,nacl,0.33633633633633636,112
hashlib,pbkdf2,0.41947565543071164,112
Products,five,0.3957597173144876,112
os,subscription_manager,0.3888888888888889,112
logging,pymclevel,0.4132841328413284,112
gdalconst,osr,0.3660130718954248,112
framework,informes,0.4148148148148148,112
itertools,pgmpy,0.4014336917562724,112
essentia,essentia_test,0.3303834808259587,112
ddapp,math,0.4609053497942387,112
syslog,systemd,0.448,112
pdfminer,re,0.33633633633633636,112
actionlib_msgs,geometry_msgs,0.48068669527896996,112
cms,dealer,0.3660130718954248,112
dogapi,track,0.35331230283911674,112
md5,systemd,0.448,112
logging,this,0.5022421524663677,112
logging,seaserv,0.5161290322580645,112
Caches,Options,0.4409448818897638,112
selinux,systemd,0.448,112
argparse,baxter_interface,0.4534412955465587,112
happyforms,mkt,0.41729323308270677,111
PySide,mceditlib,0.39928057553956836,111
_subprocess,select,0.47639484978540775,111
nturl2path,time,0.43700787401574803,111
bar,foo,0.42045454545454547,111
bears,tests,0.3687707641196013,111
dream,json,0.375,111
copy,mc_states,0.4141791044776119,111
leap,pixelated,0.34365325077399383,111
nt,ntpath,0.3447204968944099,111
benchmarks,page_sets,0.44047619047619047,111
sys,workspace_tools,0.42528735632183906,111
hyperv,nova,0.41263940520446096,111
bar,os,0.42045454545454547,111
time,win32pipe,0.3535031847133758,111
chat,django,0.34579439252336447,111
nereid,unittest,0.3675496688741722,111
electrum_gui,threading,0.5336538461538461,111
scalarizr,sys,0.45121951219512196,111
java,jmri,0.5,111
pycalendar,txweb2,0.3639344262295082,111
nt,warnings,0.3447204968944099,111
decimal,satchmo_store,0.34365325077399383,111
std_msgs,visualization_msgs,0.39501779359430605,111
sys,tracing,0.4605809128630705,111
compiled_file_system,unittest,0.4051094890510949,111
billiard,os,0.5045454545454545,111
flake8,re,0.3894736842105263,111
VS,unit,0.4065934065934066,111
commerce,courseware,0.5138888888888888,111
closure_linter,re,0.34049079754601225,111
subliminal,time,0.36038961038961037,111
ConfigParser,rocket,0.3900709219858156,110
devilry,django_cradmin,0.3303303303303303,110
numbers,openmc,0.35714285714285715,110
apitools,os,0.3363914373088685,110
lexer,sys,0.3333333333333333,110
ibeis,numpy,0.4365079365079365,110
pyreadline,readline,0.4700854700854701,110
cctbx,os,0.37800687285223367,110
GlobalActions,traceback,0.4280155642023346,110
GlobalActions,skin,0.4280155642023346,110
os,weeutil,0.3492063492063492,110
GlobalActions,boxbranding,0.4280155642023346,110
pySPACE,sys,0.3806228373702422,110
gtk,hal,0.35714285714285715,110
pandas,xarray,0.43824701195219123,110
SimPEG,numpy,0.421455938697318,110
pgmpy,unittest,0.3942652329749104,110
dxpy,os,0.4845814977973568,110
os,pixelated,0.34055727554179566,110
Skype4Py,time,0.4435483870967742,110
django,sendfile,0.541871921182266,110
fitsio,sys,0.36666666666666664,110
os,simpletal,0.45228215767634855,109
karesansui,sys,0.44129554655870445,109
toolib,wx,0.4823008849557522,109
errno,os_brick,0.331306990881459,109
datetime,zadmin,0.5190476190476191,109
oslo_log,oslo_middleware,0.42412451361867703,109
opaque_keys,xmodule_modifiers,0.48878923766816146,109
cups,sys,0.35161290322580646,109
ConfigParser,diesel,0.3323170731707317,109
RPi,spidev,0.3978102189781022,109
__future__,relengapi,0.3784722222222222,109
cdms2,os,0.5046296296296297,109
threading,win32pipe,0.3471337579617834,109
os,pymol,0.3333333333333333,109
Exceptions,logging,0.3720136518771331,109
__future__,icons,0.3343558282208589,109
abjad,ide,0.5215311004784688,109
happyforms,os,0.40977443609022557,109
conduit,os,0.4144486692015209,109
rocket,signal,0.38652482269503546,109
exe,this,0.48878923766816146,109
pex,twitter,0.38652482269503546,109
_ctypes_test,sys,0.35855263157894735,109
json,seaserv,0.5023041474654378,109
sim,util,0.35737704918032787,109
dxr,os,0.34169278996865204,109
meld,os,0.45228215767634855,109
__future__,willie,0.4342629482071713,109
nixops,sys,0.459915611814346,109
gobject,webkit,0.40671641791044777,109
ec2api,oslo_config,0.35526315789473684,108
SPARQLWrapper,json,0.36610169491525424,108
bandwagon,commonware,0.34726688102893893,108
ConfigParser,bjoern,0.45569620253164556,108
configparser,meinheld,0.3985239852398524,108
configparser,rocket,0.3829787234042553,108
gettext,subscription_manager,0.375,108
builds,os,0.36610169491525424,108
ConfigParser,meinheld,0.3985239852398524,108
color,git_command,0.421875,108
gobject,goocanvas,0.5242718446601942,108
matplotlib,xray,0.33962264150943394,108
ConfigParser,fapws,0.4153846153846154,108
UserString,logging,0.3673469387755102,108
lang_pref,verify_student,0.37894736842105264,108
os,pycalendar,0.3540983606557377,108
bjoern,configparser,0.45569620253164556,108
docutils,textile,0.4462809917355372,108
configparser,fapws,0.4153846153846154,108
__future__,geocoder,0.44813278008298757,108
logging,statvfs,0.5346534653465347,108
mock,xivo_cti,0.37894736842105264,108
codeintel2,re,0.4976958525345622,108
biggus,unittest,0.36363636363636365,108
odemis,os,0.45,108
hooks,os,0.3576158940397351,108
elftools,sys,0.4533898305084746,107
Config,Plugin,0.4692982456140351,107
__future__,marrow,0.40074906367041196,107
meinheld,socket,0.3948339483394834,107
twisted,zookeeper,0.3905109489051095,107
__future__,invenio_search,0.4692982456140351,107
Plugin,os,0.4692982456140351,107
json,sandesh_common,0.3835125448028674,107
product,satchmo_store,0.33126934984520123,107
benchmark,sys,0.36769759450171824,107
about,os,0.4553191489361702,107
omero_ext,path,0.49537037037037035,107
lsst,numpy,0.4713656387665198,107
os,providers,0.47555555555555556,107
systemd,tempfile,0.428,107
couchexport,datetime,0.5119617224880383,107
logging,rogerthat,0.37543859649122807,107
UserString,gettext,0.36394557823129253,107
getpass,nturl2path,0.421259842519685,107
jira,json,0.33126934984520123,107
lldb,os,0.4553191489361702,107
os,presence_analyzer,0.481981981981982,107
mathutils,sverchok,0.34967320261437906,107
bandwagon,pyquery,0.3440514469453376,107
blaze,odo,0.334375,107
os,tablet,0.3333333333333333,107
eventtracking,lang_pref,0.37543859649122807,107
os,test_data,0.47345132743362833,107
Exceptions,os,0.3651877133105802,107
smtpd,time,0.33753943217665616,107
analytics,lang_pref,0.37543859649122807,107
json,mnemonic,0.4713656387665198,107
__future__,bridgedb,0.44214876033057854,107
hawkey,os,0.481981981981982,107
base64,kerberos,0.4331983805668016,107
clogger,traceback,0.5169082125603864,107
__future__,qiita_core,0.36678200692041524,106
rbtools,re,0.43983402489626555,106
Logger,Object,0.39114391143911437,106
billiard,celery,0.4818181818181818,106
base64,xos,0.43983402489626555,106
logging,openfisca_core,0.3419354838709677,106
baxter_interface,sys,0.4291497975708502,106
fapws,socket,0.4076923076923077,106
flask,portality,0.4061302681992337,106
pgu,sys,0.4472573839662447,106
geventwebsocket,os,0.37722419928825623,106
atomic_reactor,json,0.34868421052631576,106
gitdb,sys,0.38267148014440433,106
gnowsys_ndf,mongokit,0.33650793650793653,106
sys,tzlocal,0.3322884012539185,106
cloud,django,0.33865814696485624,106
experiment,os,0.3706293706293706,106
OWWidget,Orange,0.3333333333333333,106
manila_tempest_tests,testtools,0.452991452991453,106
faulthandler,time,0.39923954372623577,105
hamcrest,netman,0.44680851063829785,105
logistic_sgd,mlp,0.5147058823529411,105
faulthandler,logging,0.39923954372623577,105
flask,redash,0.3354632587859425,105
coredata,courselib,0.4976303317535545,105
django_facebook,logging,0.4772727272727273,105
oslo_config,vmware_nsx,0.3776978417266187,105
os,peyotl,0.43568464730290457,105
grc_gnuradio,time,0.4166666666666667,105
_subprocess,fcntl,0.45064377682403434,105
json,locust,0.36713286713286714,105
django,impala,0.43568464730290457,105
fast_rcnn,os,0.4393305439330544,105
datetime,dialer_campaign,0.3776978417266187,105
collections,dogapi,0.3312302839116719,105
logsettings,path,0.5198019801980198,105
audioop,time,0.347682119205298,105
mwparserfromhell,re,0.38181818181818183,105
actionlib_msgs,std_msgs,0.45064377682403434,105
json,useradmin,0.375,105
rb,urllib,0.34539473684210525,105
lucene,sys,0.3312302839116719,105
nturl2path,webbrowser,0.41338582677165353,105
cloud,logging,0.3354632587859425,105
os,pyxb_114,0.3511705685618729,105
datetime,dogapi,0.3312302839116719,105
configs,os,0.3333333333333333,105
bjoern,socket,0.4430379746835443,105
os,ssh,0.5223880597014925,105
grequests,requests,0.49295774647887325,105
os,requests_cache,0.40229885057471265,105
SimPEG,scipy,0.40229885057471265,105
collections,openmc,0.3409090909090909,105
pymtl,pytest,0.40384615384615385,105
activity,wx,0.375,105
ikalog,time,0.35714285714285715,105
amqp,socket,0.33548387096774196,104
meinheld,signal,0.3837638376383764,104
subprocess2,testing_support,0.4279835390946502,104
name_parser,xml,0.49523809523809526,104
netaddr,pyclbr,0.33226837060702874,104
kay,logging,0.35738831615120276,104
_mysql,sys,0.37142857142857144,104
livesettings,payment,0.38661710037174724,104
icons_rc,re,0.3365695792880259,104
mod,os,0.4748858447488584,104
oslo_middleware,webob,0.4046692607003891,104
addon,urllib,0.42448979591836733,104
nox,twisted,0.39097744360902253,104
atomic_reactor,pytest,0.34210526315789475,104
os,trigger,0.39245283018867927,104
os,webserver,0.46017699115044247,104
ert,ert_gui,0.3525423728813559,104
pygame,pymunk,0.39097744360902253,104
ast,mnemonic,0.4581497797356828,104
couchexport,json,0.49760765550239233,104
PyInstaller,sys,0.3674911660777385,104
subliminal,traceback,0.33766233766233766,104
kerberos,os,0.42105263157894735,104
pyftpdlib,sys,0.4297520661157025,104
os,test_helper,0.36363636363636365,104
nturl2path,tty,0.4094488188976378,104
openprocurement,unittest,0.3301282051282051,103
os,pycalico,0.4204081632653061,103
poster,urllib,0.403921568627451,103
commands,sct_utils,0.4881516587677725,103
os,render,0.35034013605442177,103
config,pymclevel,0.3800738007380074,103
_mysql,time,0.3678571428571429,103
decimal,satchmo_utils,0.4309623430962343,103
json,viewfinder,0.3366013071895425,103
euclid,math,0.5099009900990099,103
fapws,signal,0.39615384615384613,103
etc,os,0.4153225806451613,103
_mysql,os,0.3678571428571429,103
commerce,pytz,0.47685185185185186,103
jazzparser,sys,0.47465437788018433,103
base58,binascii,0.3366013071895425,103
__future__,cloudmesh,0.43829787234042555,103
compileall,re,0.3366013071895425,103
Ruby,sys,0.3377049180327869,103
__future__,fitsio,0.3433333333333333,103
Configure,Logs,0.34105960264900664,103
